term_italian,is_base,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash,english_duration_ms,italian_duration_ms,pronunciation
mezzo,True,mezzo,vehicle,noun,vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,,,,,base lemma,Cerco mezzo economico.,I am looking for an inexpensive vehicle.,3f35da06ab8fab7424ca9272f7b112acbe0a037e34ab5ed60854497774120c89,3a8af5eef8ca12cee9b5ebe2473ca1056df3bf825e24f4be6b421cd69bbf27d2,1152.0,1368.0,MEHDZ-dzoh
un mezzo,False,mezzo,vehicle,noun,a vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,indefinite,un,un,,,Aspetto un mezzo per il centro.,I am waiting for a vehicle to the city center.,a28b112e749210010fab141403c46e03a2fa37790be70743804a187b910b1acd,448da1f15f7ea611f4ad3ea6c145cbaf852727f53a28e1e5e95c434ebdaf5262,1248.0,1488.0,OON MEHDZ-dzoh
il mezzo,False,mezzo,vehicle,noun,the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,definite,il,il,,,Il mezzo arriva alle otto.,The vehicle arrives at eight.,1a5eee150336497668934249aa79f29e4b29275ba71843f00458673ed7bdcb46,b2b20304bb932a2c581814022738cb0ef44b2cd4a3a951e4036bc6b0bd123ea9,1272.0,1488.0,EEL MEHDZ-dzoh
mezzi,False,mezzo,vehicle,noun,vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,,,,,plural form,Mezzi nuovi arrivano domani.,New vehicles arrive tomorrow.,0a50eee5b127f34d9d7adb81c398fa532ae1920bd65ebef746081f3a12de6de3,b9b14c4184e097cf52cd3da0413c4398037249ea531de8942b2c2b2066547f9b,1248.0,1368.0,MEHDZ-dzee
i mezzi,False,mezzo,vehicle,noun,the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,definite,i,i,,,I mezzi sono in ritardo.,The vehicles are late.,099878f54bdffcb828738057207e6f39adbe2783911796ba6e20c34d5ead9b98,2454d65f3f636e78b0cf5c7e9320d0e815808a805194e2a12b1f5e6932e68e05,1392.0,1416.0,EE MEHDZ-dzee
dei mezzi,False,mezzo,vehicle,noun,some vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,indefinite,i,dei,di,partitive plural form,Abbiamo dei mezzi disponibili.,We have some vehicles available.,b9b894a0c6d00ff2a6f76eb977c386d12509c0de9e4825fd7bd8c08562e6bae7,ef6745c99c6d3e3f07889a9e92b8faa46b53217090aa4fde088acd61f0261266,1536.0,1536.0,DAY MEHDZ-dzee
del mezzo,False,mezzo,vehicle,noun,of the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Il conducente del mezzo è gentile.,The driver of the vehicle is kind.,8cdbae318d572ebed9957fdf45fddf96b3b4129ac8feac82037ea47b27cda439,ebfc585460f2d67f3f12d7d9714666d7a7abef596db9c2014d6ed260d6ee4a44,1368.0,1560.0,DEHL MEHDZ-dzoh
al mezzo,False,mezzo,vehicle,noun,to the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Mi avvicino al mezzo.,I walk up to the vehicle.,7722f967ad305c0b3e20dfe1607510bef37470021463f4e358ef5697d901cc38,569eb686202084c7af45660c03070e62cd31ea48aa00cffe73a47c1d7ad4a8eb,1392.0,1488.0,AHL MEHDZ-dzoh
ai mezzi,False,mezzo,vehicle,noun,to the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Diamo la precedenza ai mezzi.,We give priority to the vehicles.,330b1bc00b38181c6e32e873ae30067fae1b8d5479db50976e7242a63673a14b,691fe79c594d39b7cdaabe0e99f88dfbe58f12aff9a8a54ce2739948949e7dba,1512.0,1488.0,EYE MEHDZ-dzee
dal mezzo,False,mezzo,vehicle,noun,from the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Scendo dal mezzo.,I get off the vehicle.,202806eaed0a1bcd8718d656938cbc596bfe76aa6d413f776a2eeb546f2ac70b,9ce4458c2f7ef8219862df0f8c80e665ec13f1659c52fe3aa403cc37da25de4d,1464.0,1560.0,DAHL MEHDZ-dzoh
dai mezzi,False,mezzo,vehicle,noun,from the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Le persone scendono dai mezzi.,People get off the vehicles.,9206bc69134bb23a2da1484161ad8f1b0553ff3a893605bf65fb2fb7c4abbaa6,31e1b781d22e2c9710c8834e38067ee8f62c3e18ed147a8723765abd8138260d,1584.0,1560.0,DEYE MEHDZ-dzee
nel mezzo,False,mezzo,vehicle,noun,in the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel mezzo ci sono pochi posti.,There are few seats in the vehicle.,103629ed8edf32b9cf14d91476b3b9ba6280edd04789b9e56a8c4c9292088f2e,c910dd856f05962f96256c99046691666f7c9cf72175d1b76cd9e72c2b350c50,1368.0,1584.0,NEHL MEHDZ-dzoh
nei mezzi,False,mezzo,vehicle,noun,in the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Nei mezzi c'è affollamento.,There is crowding on the vehicles.,210154cd3736489ba22f2cfeb134a39c620cf8f16a4aa27c6d4aa38a9f640025,a216bbbeabf54ca5a4e3c94498142d37f927e363eb5be51d98f128952f964cdc,1512.0,1560.0,NAY MEHDZ-dzee
sul mezzo,False,mezzo,vehicle,noun,on the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Salgo sul mezzo.,I get on the vehicle.,c3af622e465517e0b325c15f2bf59799ae56bcebbd7956691e7b9ce2735fd246,9178b8e0897fba5145470ef34765b4b4a2cafc18f37654d7f4dc6a6157630527,1392.0,1656.0,SOOL MEHDZ-dzoh
sui mezzi,False,mezzo,vehicle,noun,on the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Obbligo di mascherina sui mezzi.,Mask requirement on the vehicles.,30b6d3cd4b355b9709935bd38278eb0db7654f258bbf3695d602b573d04618ad,a58be8b0f13f75f6bb45affac0b224025cd469a1ec48f28029c1ad124d1f0f71,1512.0,1656.0,SWEE MEHDZ-dzee
col mezzo,False,mezzo,vehicle,noun,with the vehicle,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,singular,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Vado col mezzo aziendale.,I go with the company vehicle.,b29fee02f17874766aa2d5a7c6973713c398a60235e04764b5485dc7b63c5c54,8409fa9e015c4829f99b1aad975dfeb7cb51314e2d414a7bb06878c2eef952b7,1440.0,1560.0,KOHL MEHDZ-dzoh
coi mezzi,False,mezzo,vehicle,noun,with the vehicles,"Travel & Transportation,Objects & Things,Spotify Lessons",,,masculine,plural,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Viaggiamo coi mezzi pubblici.,We travel by public transport.,ff1bcce2b4be676d83c5f2c7498f1c3b216625dd6c86bca31e9c0d3c12a43e0f,39221fa54e74811f656e084e608241f6fb902fe3dd0c79b96d1be918af2e3a8a,1536.0,1560.0,KOY MEHDZ-dzee
