english_term,italian_term,part_of_speech,topics,english_base_term,italian_base_term
we would like a table for two,vorremmo un tavolo per due,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",table,tavolo
I would like this one,vorrei questo,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",this,questo
I would like that one over there,vorrei quello laggiù,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",that one,quello
another table,un altro tavolo,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",table,tavolo
do you have another table,avete un altro tavolo,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",table,tavolo
the window,la finestra,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",window,finestra
near the window,vicino alla finestra,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",window,finestra
the menu please,il menù per piacere,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",menu,menù
the bill please,il conto per piacere,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",bill,conto
included,incluso,adjective,"[spotify_lessons, lesson_13_at_the_restaurant]",included,incluso
is the service included,il servizio è incluso,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",service,servizio
the soup,la minestra,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",soup,minestra
the salad,l'insalata,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",salad,insalata
an appetizer,un antipasto,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",appetizer,antipasto
a dessert,un dessert / un dolce,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",dessert,dessert
a drink,una bevanda,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",drink,bevanda
a list,una lista,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",list,lista
a wine list,una lista dei vini,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",wine list,lista dei vini
the first course,il primo piatto,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",first course,primo piatto
the second course,il secondo piatto,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",second course,secondo piatto
a side dish,un contorno,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",side dish,contorno
vegetables,verdure,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",vegetable,verdura
ice,ghiaccio,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",ice,ghiaccio
the tip,la mancia,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",tip,mancia
a waiter,un cameriere,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",waiter,cameriere
a waitress,una cameriera,noun,"[spotify_lessons, lesson_13_at_the_restaurant]",waitress,cameriera
[to call a waiter],cameriere!,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",waiter,cameriere
to pay,pagare,verb,"[spotify_lessons, lesson_13_at_the_restaurant]",pay,pagare
I would like to pay,vorrei pagare,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",pay,pagare
two coffees please,due caffè per piacere,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",coffee,caffè
do you want dessert,vuole il dessert?,phrase,"[spotify_lessons, lesson_13_at_the_restaurant]",dessert,dessert
how much is it,quanto costa?,phrase,"[spotify_lessons, lesson_14_shopping]",cost,costare
this one (masculine),questo,pronoun,"[spotify_lessons, lesson_14_shopping]",this,questo
that one (masculine),quello,pronoun,"[spotify_lessons, lesson_14_shopping]",that,quello
that one over there,quello laggiù,phrase,"[spotify_lessons, lesson_14_shopping]",that,quello
these ones (masculine),questi,pronoun,"[spotify_lessons, lesson_14_shopping]",these,questo
those ones (masculine),quelli,pronoun,"[spotify_lessons, lesson_14_shopping]",those,quello
those ones over there (masculine),quelli laggiù,phrase,"[spotify_lessons, lesson_14_shopping]",those,quello
large,grande,adjective,"[spotify_lessons, lesson_14_shopping]",large,grande
larger,più grande,phrase,"[spotify_lessons, lesson_14_shopping]",large,grande
the largest,il più grande,phrase,"[spotify_lessons, lesson_14_shopping]",large,grande
small (masculine),piccolo,adjective,"[spotify_lessons, lesson_14_shopping]",small,piccolo
smaller,più piccolo,phrase,"[spotify_lessons, lesson_14_shopping]",small,piccolo
the smallest,il più piccolo,phrase,"[spotify_lessons, lesson_14_shopping]",small,piccolo
like this,così,adverb,"[spotify_lessons, lesson_14_shopping]",like,così
like this one,come questo,phrase,"[spotify_lessons, lesson_14_shopping]",this,questo
like this one but bigger,come questo ma più grande,phrase,"[spotify_lessons, lesson_14_shopping]",this,questo
better,meglio,adverb,"[spotify_lessons, lesson_14_shopping]",better,meglio
more expensive,più caro,phrase,"[spotify_lessons, lesson_14_shopping]",expensive,caro
less expensive,meno caro,phrase,"[spotify_lessons, lesson_14_shopping]",expensive,caro
too expensive,troppo caro,phrase,"[spotify_lessons, lesson_14_shopping]",expensive,caro
cheap,poco caro,adjective,"[spotify_lessons, lesson_14_shopping]",cheap,caro
something,qualcosa,pronoun,"[spotify_lessons, lesson_14_shopping]",something,qualcosa
I would like something more or less like this,vorrei qualcosa più o meno così,phrase,"[spotify_lessons, lesson_14_shopping]",something,qualcosa
I would like something less expensive,vorrei qualcosa di meno caro,phrase,"[spotify_lessons, lesson_14_shopping]",something,qualcosa
I'm looking for,cerco,verb,"[spotify_lessons, lesson_14_shopping]",look for,cercare
no not like that,"no, non così",phrase,"[spotify_lessons, lesson_14_shopping]",like,così
Thank you sir,"grazie, signore",phrase,"[spotify_lessons, lesson_14_shopping]",thank,grazie
a moment,un momento,phrase,"[spotify_lessons, lesson_15_time_general]",moment,momento
a day,un giorno,phrase,"[spotify_lessons, lesson_15_time_general]",day,giorno
a week,una settimana,phrase,"[spotify_lessons, lesson_15_time_general]",week,settimana
a month,un mese,phrase,"[spotify_lessons, lesson_15_time_general]",month,mese
a year,un anno,phrase,"[spotify_lessons, lesson_15_time_general]",year,anno
today,oggi,adverb,"[spotify_lessons, lesson_15_time_general]",today,oggi
tomorrow,domani,adverb,"[spotify_lessons, lesson_15_time_general]",tomorrow,domani
yesterday,ieri,adverb,"[spotify_lessons, lesson_15_time_general]",yesterday,ieri
now,ora / adesso,adverb,"[spotify_lessons, lesson_15_time_general]",now,ora
not now,non ora / non adesso,phrase,"[spotify_lessons, lesson_15_time_general]",not now,non ora
not yet,non ancora,phrase,"[spotify_lessons, lesson_15_time_general]",not yet,non ancora
this year,quest'anno,phrase,"[spotify_lessons, lesson_15_time_general]",this year,anno
the next year,l'anno prossimo,phrase,"[spotify_lessons, lesson_15_time_general]",next year,anno
the last year,l'anno scorso / l'anno passato,phrase,"[spotify_lessons, lesson_15_time_general]",last year,anno
the other day,l'altro giorno,phrase,"[spotify_lessons, lesson_15_time_general]",other day,giorno
in two days,fra due giorni / tra due giorni,phrase,"[spotify_lessons, lesson_15_time_general]",in two days,giorno
within two days,entro due giorni,phrase,"[spotify_lessons, lesson_15_time_general]",within two days,giorno
two days ago,due giorni fa,phrase,"[spotify_lessons, lesson_15_time_general]",two days ago,giorno
two times,due volte,phrase,"[spotify_lessons, lesson_15_time_general]",time,volta
three times,tre volte,phrase,"[spotify_lessons, lesson_15_time_general]",time,volta
one more time / another time,un'altra volta,phrase,"[spotify_lessons, lesson_15_time_general]",time,volta
another time,ancora / di nuovo,adverb,"[spotify_lessons, lesson_15_time_general]",again,ancora
in time,in tempo,phrase,"[spotify_lessons, lesson_15_time_general]",in time,tempo
on time / on schedule,in orario,phrase,"[spotify_lessons, lesson_15_time_general]",on time,orario
the time,il tempo / l'ora,phrase,"[spotify_lessons, lesson_16_time_of_day]",time,tempo
how long / how much time,quanto tempo,phrase,"[spotify_lessons, lesson_16_time_of_day]",how long,tempo
what time is it,che ore sono?,phrase,"[spotify_lessons, lesson_16_time_of_day]",what time,ora
the morning,la mattina,phrase,"[spotify_lessons, lesson_16_time_of_day]",morning,mattina
noon,mezzogiorno,noun,"[spotify_lessons, lesson_16_time_of_day]",noon,mezzogiorno
the afternoon,il pomeriggio,phrase,"[spotify_lessons, lesson_16_time_of_day]",afternoon,pomeriggio
the evening,la sera,phrase,"[spotify_lessons, lesson_16_time_of_day]",evening,sera
the night,la notte,phrase,"[spotify_lessons, lesson_16_time_of_day]",night,notte
midnight,mezzanotte,noun,"[spotify_lessons, lesson_16_time_of_day]",midnight,mezzanotte
a second,un secondo,phrase,"[spotify_lessons, lesson_16_time_of_day]",second,secondo
a minute,un minuto,phrase,"[spotify_lessons, lesson_16_time_of_day]",minute,minuto
an hour,un'ora,phrase,"[spotify_lessons, lesson_16_time_of_day]",hour,ora
eight o'clock,le otto,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight o'clock,otto
it's eight o'clock,sono le otto,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight o'clock,otto
it's one o'clock,è l'una,phrase,"[spotify_lessons, lesson_16_time_of_day]",one o'clock,una
a quarter past eight,le otto e un quarto,phrase,"[spotify_lessons, lesson_16_time_of_day]",quarter past eight,quarto
eight fifteen,le otto e quindici,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight fifteen,otto
half past eight,le otto e mezza,phrase,"[spotify_lessons, lesson_16_time_of_day]",half past eight,mezza
a quarter to nine,un quarto alle nove,phrase,"[spotify_lessons, lesson_16_time_of_day]",quarter to nine,quarto
eight fifty,le otto e cinquanta,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight fifty,otto
ten minutes to nine,le nove meno dieci,phrase,"[spotify_lessons, lesson_16_time_of_day]",ten minutes to nine,nove
eight o'clock in the morning,le otto del mattino,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight o'clock,otto
four o'clock in the afternoon,le quattro del pomeriggio,phrase,"[spotify_lessons, lesson_16_time_of_day]",four o'clock,quattro
eight o'clock at night,le otto di sera,phrase,"[spotify_lessons, lesson_16_time_of_day]",eight o'clock,otto
sixteen twenty,le sedici e venti,phrase,"[spotify_lessons, lesson_16_time_of_day]",sixteen twenty,sedici
who,chi,pronoun,"[spotify_lessons, lesson_17_questions]",who,chi
who is it,chi è,phrase,"[spotify_lessons, lesson_17_questions]",who,chi
what,che / che cosa,pronoun,"[spotify_lessons, lesson_17_questions]",what,che
what is it,che cos'è,phrase,"[spotify_lessons, lesson_17_questions]",what,che
what is this,che cos'è questo,phrase,"[spotify_lessons, lesson_17_questions]",what,che
what is that,che cos'è quello,phrase,"[spotify_lessons, lesson_17_questions]",what,che
what is that over there,che cos'è quello laggiù,phrase,"[spotify_lessons, lesson_17_questions]",what,che
what did you say,che cosa hai detto,phrase,"[spotify_lessons, lesson_17_questions]",say,dire
when,quando,adverb,"[spotify_lessons, lesson_17_questions]",when,quando
when does the train leave,quando parte il treno,phrase,"[spotify_lessons, lesson_17_questions]",leave,partire
where,dove,adverb,"[spotify_lessons, lesson_17_questions]",where,dove
where is the subway,dov'è la metropolitana,phrase,"[spotify_lessons, lesson_17_questions]",subway,metropolitana
which,quale,pronoun,"[spotify_lessons, lesson_17_questions]",which,quale
which is the bus for venice,qual è l'autobus per Venezia,phrase,"[spotify_lessons, lesson_17_questions]",bus,autobus
why,perché,adverb,"[spotify_lessons, lesson_17_questions]",why,perché
why not,perché no,phrase,"[spotify_lessons, lesson_17_questions]",why not,perché
how,come,adverb,"[spotify_lessons, lesson_17_questions]",how,come
how are you (familiar),come stai,phrase,"[spotify_lessons, lesson_17_questions]",how,come
how much,quanto,adverb,"[spotify_lessons, lesson_17_questions]",how much,quanto
how many,quanti,adjective,"[spotify_lessons, lesson_17_questions]",how many,quanto
how many kilometers,quanti chilometri,phrase,"[spotify_lessons, lesson_17_questions]",kilometer,chilometro
how far is it,quanto lontano / quanto dista,phrase,"[spotify_lessons, lesson_17_questions]",far,lontano
do you want (polite),vuole,verb,"[spotify_lessons, lesson_17_questions]",want,volere
do you want (familiar),vuoi,verb,"[spotify_lessons, lesson_17_questions]",want,volere
do you want (plural),volete,verb,"[spotify_lessons, lesson_17_questions]",want,volere
the store / the shop,il negozio,phrase,"[spotify_lessons, lesson_18_shops]",store,negozio
a bakery,un panificio / una panetteria,phrase,"[spotify_lessons, lesson_18_shops]",bakery,panificio
the butcher,il macellaio,phrase,"[spotify_lessons, lesson_18_shops]",butcher,macellaio
a pharmacy,una farmacia,phrase,"[spotify_lessons, lesson_18_shops]",pharmacy,farmacia
the supermarket,il supermercato,phrase,"[spotify_lessons, lesson_18_shops]",supermarket,supermercato
the pastry shop,la pasticceria,phrase,"[spotify_lessons, lesson_18_shops]",pastry shop,pasticceria
the office,l'ufficio,phrase,"[spotify_lessons, lesson_18_shops]",office,ufficio
the post office,l'ufficio postale / la posta,phrase,"[spotify_lessons, lesson_18_shops]",post office,ufficio postale
a laundry,una lavanderia,phrase,"[spotify_lessons, lesson_18_shops]",laundry,lavanderia
the barber,il barbiere,phrase,"[spotify_lessons, lesson_18_shops]",barber,barbiere
the hair dresser,il parrucchiere,phrase,"[spotify_lessons, lesson_18_shops]",hairdresser,parrucchiere
a beauty salon,un salone di bellezza,phrase,"[spotify_lessons, lesson_18_shops]",beauty salon,salone di bellezza
a book shop,una libreria,phrase,"[spotify_lessons, lesson_18_shops]",bookshop,libreria
the department store,il grande magazzino,phrase,"[spotify_lessons, lesson_18_shops]",department store,grande magazzino
a market,un mercato,phrase,"[spotify_lessons, lesson_18_shops]",market,mercato
the police station,la stazione di polizia,phrase,"[spotify_lessons, lesson_18_shops]",police station,stazione di polizia
a restaurant,un ristorante,phrase,"[spotify_lessons, lesson_18_shops]",restaurant,ristorante
the cafe / the coffee house,il caffè / il bar,phrase,"[spotify_lessons, lesson_18_shops]",cafe,caffè
an agency,un'agenzia,phrase,"[spotify_lessons, lesson_18_shops]",agency,agenzia
a travel agency,un'agenzia di viaggi,phrase,"[spotify_lessons, lesson_18_shops]",travel agency,agenzia di viaggi
the deli,la salumeria,phrase,"[spotify_lessons, lesson_18_shops]",deli,salumeria
an ice cream parlor,una gelateria,phrase,"[spotify_lessons, lesson_18_shops]",ice cream parlor,gelateria
the town / the city,la città,phrase,"[spotify_lessons, lesson_19_nouns]",city,città
a country,un paese,phrase,"[spotify_lessons, lesson_19_nouns]",country,paese
the name,il nome,phrase,"[spotify_lessons, lesson_19_nouns]",name,nome
the food,il cibo,phrase,"[spotify_lessons, lesson_19_nouns]",food,cibo
a state,uno stato,phrase,"[spotify_lessons, lesson_19_nouns]",state,stato
the united states,gli Stati Uniti,phrase,"[spotify_lessons, lesson_19_nouns]",United States,Stati Uniti
a gift,un regalo,phrase,"[spotify_lessons, lesson_19_nouns]",gift,regalo
a male friend,un amico,phrase,"[spotify_lessons, lesson_19_nouns]",friend,amico
a female friend,un'amica,phrase,"[spotify_lessons, lesson_19_nouns]",friend,amica
the postage stamp,il francobollo,phrase,"[spotify_lessons, lesson_19_nouns]",stamp,francobollo
an entrance,un'entrata,phrase,"[spotify_lessons, lesson_19_nouns]",entrance,entrata
the exit,l'uscita,phrase,"[spotify_lessons, lesson_19_nouns]",exit,uscita
the clothes,i vestiti,phrase,"[spotify_lessons, lesson_19_nouns]",clothes,vestito
my things / my stuff,la mia roba,phrase,"[spotify_lessons, lesson_19_nouns]",things,roba
the dirty laundry,la roba sporca,phrase,"[spotify_lessons, lesson_19_nouns]",laundry,roba
a thing,una cosa,phrase,"[spotify_lessons, lesson_19_nouns]",thing,cosa
some,qualche,adjective,"[spotify_lessons, lesson_19_nouns]",some,qualche
something,qualcosa,pronoun,"[spotify_lessons, lesson_19_nouns]",something,qualcosa
sometimes,talora / qualche volta,adverb,"[spotify_lessons, lesson_19_nouns]",sometimes,volta
the other / the other one,l'altro / l'altra,pronoun,"[spotify_lessons, lesson_19_nouns]",other,altro
nothing,niente / nulla,pronoun,"[spotify_lessons, lesson_19_nouns]",nothing,niente
a man,un uomo,phrase,"[spotify_lessons, lesson_19_nouns]",man,uomo
a woman,una donna,phrase,"[spotify_lessons, lesson_19_nouns]",woman,donna
a wife,una moglie,phrase,"[spotify_lessons, lesson_19_nouns]",wife,moglie
the husband,il marito,phrase,"[spotify_lessons, lesson_19_nouns]",husband,marito
a child,un bambino / una bambina,phrase,"[spotify_lessons, lesson_19_nouns]",child,bambino
the weather,il tempo,phrase,"[spotify_lessons, lesson_19_nouns]",weather,tempo
a word,una parola,phrase,"[spotify_lessons, lesson_19_nouns]",word,parola
the consulate,il consolato,phrase,"[spotify_lessons, lesson_19_nouns]",consulate,consolato
the beach,la spiaggia,phrase,"[spotify_lessons, lesson_19_nouns]",beach,spiaggia
the problem,il problema,phrase,"[spotify_lessons, lesson_19_nouns]",problem,problema
a piece,un pezzo,phrase,"[spotify_lessons, lesson_19_nouns]",piece,pezzo
the cashier's desk,la cassa,phrase,"[spotify_lessons, lesson_19_nouns]",cashier's desk,cassa
a delay,un ritardo,phrase,"[spotify_lessons, lesson_19_nouns]",delay,ritardo
the opposite,il contrario,phrase,"[spotify_lessons, lesson_19_nouns]",opposite,contrario
a house,una casa,phrase,"[spotify_lessons, lesson_19_nouns]",house,casa
a little boat,una barca,phrase,"[spotify_lessons, lesson_19_nouns]",boat,barca
big / tall / great,grande,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",big,grande
big / thick / heavy,grosso / grossa,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",thick,grosso
small,piccolo / piccola,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",small,piccolo
good / good-hearted,buono / buona,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",good,buono
good / talented,bravo / brava,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",talented,bravo
well,bene,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",well,bene
not good,non buono,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",good,buono
bad,cattivo / cattiva,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",bad,cattivo
badly,male,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",badly,male
much / a lot of,molto / molta,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",much,molto
very,molto,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",very,molto
enough,abbastanza,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",enough,abbastanza
hot / warm,caldo / calda,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",hot,caldo
cold,freddo / fredda,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",cold,freddo
ahead of schedule,in anticipo,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",ahead of schedule,in anticipo
behind schedule / delayed,in ritardo,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",behind schedule,in ritardo
early,presto,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",early,presto
late,tardi,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",late,tardi
easy,facile,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",easy,facile
difficult,difficile,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",difficult,difficile
beautiful,bello / bella,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",beautiful,bello
few,pochi,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",few,poco
a few,alcuni,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",a few,alcuno
many,molti,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",many,molto
more,più / di più,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",more,più
less,meno,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",less,meno
almost / nearly,quasi,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",almost,quasi
about / approximately,circa,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",about,circa
important,importante,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",important,importante
same,medesimo / stesso,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",same,stesso
similar,simile,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",similar,simile
opposite,opposto / opposta,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",opposite,opposto
different,diverso / diversa,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",different,diverso
up / upstairs,su,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",up,su
down / downstairs,giù,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",down,giù
fast,rapido / veloce,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",fast,rapido
slow,lento / lenta,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",slow,lento
slower,più lento,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",slow,lento
slowest,il più lento / la più lenta,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",slow,lento
slowly,lentamente,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",slowly,lentamente
quickly,rapidamente,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",quickly,rapidamente
near,vicino / vicina,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",near,vicino
nearer,più vicino,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",near,vicino
nearest,il più vicino / la più vicina,phrase,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",near,vicino
only,soltanto / solo,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",only,solo
alone,solo / sola,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",alone,solo
already,già,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",already,già
now,adesso,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",now,adesso
right away,subito,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",right away,subito
soon,presto,adverb,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",soon,presto
ready,pronto / pronta,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",ready,pronto
spanish,spagnolo,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",spanish,spagnolo
english,inglese,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",english,inglese
American,americano / americana,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",American,americano
British,britannico / britannica,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",British,britannico
Italian,italiano / italiana,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",Italian,italiano
tall / high,alto / alta,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",tall,alto
short / low,basso / bassa,adjective,"[spotify_lessons, lesson_20_adjectives_and_adverbs]",short,basso
big / tall / great,grande,adjective,"[spotify_lessons, lesson_21_verbs]",big,grande
big / thick / heavy,grosso / grossa,adjective,"[spotify_lessons, lesson_21_verbs]",thick,grosso
small,piccolo / piccola,adjective,"[spotify_lessons, lesson_21_verbs]",small,piccolo
good / good-hearted,buono / buona,adjective,"[spotify_lessons, lesson_21_verbs]",good,buono
good / talented,bravo / brava,adjective,"[spotify_lessons, lesson_21_verbs]",talented,bravo
well,bene,adverb,"[spotify_lessons, lesson_21_verbs]",well,bene
not good,non buono,phrase,"[spotify_lessons, lesson_21_verbs]",good,buono
bad,cattivo / cattiva,adjective,"[spotify_lessons, lesson_21_verbs]",bad,cattivo
badly,male,adverb,"[spotify_lessons, lesson_21_verbs]",badly,male
much / a lot of,molto / molta,adjective,"[spotify_lessons, lesson_21_verbs]",much,molto
very,molto,adverb,"[spotify_lessons, lesson_21_verbs]",very,molto
enough,abbastanza,adverb,"[spotify_lessons, lesson_21_verbs]",enough,abbastanza
hot / warm,caldo / calda,adjective,"[spotify_lessons, lesson_21_verbs]",hot,caldo
cold,freddo / fredda,adjective,"[spotify_lessons, lesson_21_verbs]",cold,freddo
ahead of schedule,in anticipo,phrase,"[spotify_lessons, lesson_21_verbs]",ahead of schedule,in anticipo
behind schedule / delayed,in ritardo,phrase,"[spotify_lessons, lesson_21_verbs]",behind schedule,in ritardo
early,presto,adverb,"[spotify_lessons, lesson_21_verbs]",early,presto
late,tardi,adverb,"[spotify_lessons, lesson_21_verbs]",late,tardi
easy,facile,adjective,"[spotify_lessons, lesson_21_verbs]",easy,facile
difficult,difficile,adjective,"[spotify_lessons, lesson_21_verbs]",difficult,difficile
beautiful,bello / bella,adjective,"[spotify_lessons, lesson_21_verbs]",beautiful,bello
few,pochi,adjective,"[spotify_lessons, lesson_21_verbs]",few,poco
a few,alcuni,adjective,"[spotify_lessons, lesson_21_verbs]",a few,alcuno
many,molti,adjective,"[spotify_lessons, lesson_21_verbs]",many,molto
more,più / di più,adverb,"[spotify_lessons, lesson_21_verbs]",more,più
less,meno,adverb,"[spotify_lessons, lesson_21_verbs]",less,meno
almost / nearly,quasi,adverb,"[spotify_lessons, lesson_21_verbs]",almost,quasi
about / approximately,circa,adverb,"[spotify_lessons, lesson_21_verbs]",about,circa
important,importante,adjective,"[spotify_lessons, lesson_21_verbs]",important,importante
same,medesimo / stesso,adjective,"[spotify_lessons, lesson_21_verbs]",same,stesso
similar,simile,adjective,"[spotify_lessons, lesson_21_verbs]",similar,simile
opposite,opposto / opposta,adjective,"[spotify_lessons, lesson_21_verbs]",opposite,opposto
different,diverso / diversa,adjective,"[spotify_lessons, lesson_21_verbs]",different,diverso
up / upstairs,su,adverb,"[spotify_lessons, lesson_21_verbs]",up,su
down / downstairs,giù,adverb,"[spotify_lessons, lesson_21_verbs]",down,giù
fast,rapido / veloce,adjective,"[spotify_lessons, lesson_21_verbs]",fast,rapido
slow,lento / lenta,adjective,"[spotify_lessons, lesson_21_verbs]",slow,lento
slower,più lento,phrase,"[spotify_lessons, lesson_21_verbs]",slow,lento
slowest,il più lento / la più lenta,phrase,"[spotify_lessons, lesson_21_verbs]",slow,lento
slowly,lentamente,adverb,"[spotify_lessons, lesson_21_verbs]",slowly,lentamente
quickly,rapidamente,adverb,"[spotify_lessons, lesson_21_verbs]",quickly,rapidamente
near,vicino / vicina,adjective,"[spotify_lessons, lesson_21_verbs]",near,vicino
nearer,più vicino,phrase,"[spotify_lessons, lesson_21_verbs]",near,vicino
nearest,il più vicino / la più vicina,phrase,"[spotify_lessons, lesson_21_verbs]",near,vicino
only,soltanto / solo,adverb,"[spotify_lessons, lesson_21_verbs]",only,solo
alone,solo / sola,adjective,"[spotify_lessons, lesson_21_verbs]",alone,solo
already,già,adverb,"[spotify_lessons, lesson_21_verbs]",already,già
now,adesso,adverb,"[spotify_lessons, lesson_21_verbs]",now,adesso
right away,subito,adverb,"[spotify_lessons, lesson_21_verbs]",right away,subito
soon,presto,adverb,"[spotify_lessons, lesson_21_verbs]",soon,presto
ready,pronto / pronta,adjective,"[spotify_lessons, lesson_21_verbs]",ready,pronto
